gene
C1QB
C1QBP
C1QC
C1R
C1S
C1orf122
C1orf162
C1orf43
C1orf54
C3
C4orf3
C5orf15
C5orf24
C6orf62
C7
C7orf50
C9orf78
CA12
CAB39
CACYBP
CALCOCO2
CALD1
CALM1
CALM2
CALM3
CALML3
CALML5
CALR
CALU
CAMK1D
CAMK2D
CAMK2N1
CAMLG
CAMTA1
CAND1
CANT1
CANX
CAP1
CAPG
CAPN1
CAPN15
CAPN2
CAPNS1
CAPRIN1
CAPZA1
CAPZA2
CAPZB
CARD8
CARHSP1
CASC3
CASK
CASP4
CASP8
CAST
CAV1
CAV2
CAVIN1
CBFB
CBX3
CBX4
CBX5
CBX6
CCDC50
CCDC71L
CCDC80
CCDC85B
CCDC91
CCDC92
CCL18
CCL19
CCL2
CCL21
CCL5
CCM2
CCN2
CCND1
CCND2
CCND3
CCNDBP1
CCNI
CCNK
CCNL1
CCNL2
CCNY
CCR7
CCT2
CCT3
CCT4
CCT5
CCT6A
CCT7
CCT8
CD14
CD151
CD163
CD164
CD2
CD24
CD276
CD2AP
CD37
CD3D
CD3E
CD3G
CD4
CD44
CD46
CD47
CD48
CD52
CD53
CD59
CD63
CD68
CD74
CD79A
CD81
CD83
CD9
CD93
CDC123
CDC25B
CDC37
CDC42
CDC42EP1
CDC42EP4
CDC42SE1
CDC42SE2
CDH3
CDIPT
CDK13
CDK2
CDK2AP1
CDK2AP2
CDK4
CDKN1A
CDV3
CDYL2
CEBPB
CEBPD
CELF1
CELF2
CEP350
CERK
CERS2
CFL1
CFLAR
CGGBP1
CHASERR
CHCHD10
CHCHD2
CHCHD3
CHD2
CHD3
CHD4
CHD9
CHID1
CHMP1A
CHMP1B
CHMP2A
CHMP3
CHMP4B
CHMP5
CHRAC1
CHST11
CHSY1
CHTOP
CHURC1
CIAO1
CIAO2A
CIB1
CIC
CIRBP
CITED4
CIZ1
CKAP4
CKLF
CKS1B
CKS2
CLCA2
CLDN1
CLDND1
CLEC2D
CLIC1
CLIC4
CLIP1
CLK1
CLNS1A
CLPTM1
CLPTM1L
CLSTN1
CLTA
CLTB
CLTC
CLU
CMIP
CMPK1
CMTM3
CMTM6
CMTM7
CNBP
CNDP2
CNIH1
CNIH4
CNN2
CNN3
CNOT1
CNOT11
CNOT2
CNOT6L
CNOT7
CNP
CNPY3
COA3
COL16A1
COL17A1
COL18A1
COL1A1
COL1A2
COL27A1
COL3A1
COL4A1
COL4A2
COL5A1
COL5A2
COL6A1
COL6A2
COL6A3
COL7A1
COLGALT1
COMMD6
COMT
COP1
COPA
COPB1
COPB2
COPE
COPG1
COPRS
COPS2
COPS5
COPS6
COPS8
COPS9
COPZ1
CORO1A
CORO1B
CORO1C
COTL1
COX14
COX17
COX20
COX4I1
COX5A
COX5B
COX6A1
COX6B1
COX6B2
COX6C
COX7A2
COX7A2L
COX7B
COX7C
COX8A
CPE
CPNE1
CPNE3
CPSF6
CPSF7
CPT1A
CREB1
CREBBP
CREBL2
CREBZF
CREG1
CRELD2
CRIP1
CRIP2
CRLF3
CRTAP
CRYBG1
CS
CSDE1
CSE1L
CSF1R
CSK
CSKMT
CSNK1D
CSNK1E
CSNK1G2
CSNK2A1
CSNK2B
CSRP1
CST3
CSTB
CTBP1
CTDNEP1
CTDSP1
CTDSP2
CTHRC1
CTNNA1
CTNNB1
CTNND1
CTSA
CTSB
CTSC
CTSD
CTSH
CTSK
CTSL
CTSS
CTSZ
CTTN
CUL3
CUL4B
CUTA
CUX1
CWC15
CXADR
CXCL10
CXCL13
CXCL14
CXCL9
CXCR4
CXXC1
CYB561A3
CYB5A
CYB5B
CYB5R3
CYBA
CYBB
CYBC1
CYC1
CYCS
CYFIP1
CYFIP2
CYLD
CYRIB
CYTH1
CYTIP
CYTOR
DAAM1
DAD1
DAP
DAP3
DARS1
DAXX
DAZAP1
DAZAP2
DBI
DBNDD2
DBNL
DCAF7
DCAF8
DCK
DCN
DCTD
DCTN2
DCTPP1
DDB1
DDIT4
DDOST
DDT
DDX17
DDX18
DDX21
DDX23
DDX24
DDX3X
DDX42
DDX5
DDX6
DEF6
DEFB1
DEGS1
DEK
DENND2B
DENND2D
DENR
DERL1
DERL3
DGKA
DGKZ
DGUOK
DHCR24
DHCR7
DHRS7
DHX15
DHX9
DIAPH1
DIDO1
DIP2B
DKC1
DLGAP4
DMAC1
DMKN
DNAJA1
DNAJB1
DNAJB6
DNAJB9
DNAJC10
DNAJC15
DNAJC21
DNAJC5
DNAJC7
DNAJC8
DNPH1
DOCK10
DOCK2
DOCK8
DPP7
DPYSL2
DR1
DRAP1
DSC2
DSC3
DSG2
DSG3
DSP
DST
DSTN
DTX3L
DUS1L
DUSP22
DUSP6
DUT
DVL3
DYNC1H1
DYNC1I2
DYNC1LI2
DYNLL1
DYNLL2
DYNLRB1
DYNLT1
DYNLT3
DYRK1A
EAPP
EBNA1BP2
ECH1
ECPAS
EDEM1
EDF1
EEF1A1
EEF1B2
EEF1D
EEF2
EFCAB14
EFEMP1
EFHD2
EFNA1
EFR3A
EFTUD2
EGFR
EGLN3
EGR1
EHBP1L1
EHD1
EHD4
EI24
EID1
EIF1
EIF1AX
EIF2AK1
EIF2AK2
EIF2S2
EIF2S3
EIF3A
EIF3B
EIF3D
EIF3E
EIF3F
EIF3G
EIF3H
EIF3I
EIF3J
EIF3K
EIF3M
EIF4A2
EIF4A3
EIF4B
EIF4E
EIF4E2
EIF4EBP2
EIF4G1
EIF4G2
EIF4G3
EIF4H
EIF5
EIF5A
EIF5B
EIF6
ELAVL1
ELF1
ELK3
ELK4
ELL2
ELMO1
ELOB
ELOC
ELOVL1
ELOVL5
EMB
EMC10
EMC4
EMC6
EMC7
EMD
EML4
EMP3
ENAH
ENG
ENO1
ENPP2
ENSA
ENSG00000237550
ENSG00000240040
ENSG00000254687
ENSG00000263244
ENSG00000280011
ENSG00000283213
ENSG00000287587
ENTPD1
ENY2
EP300
EPAS1
EPB41
EPC1
EPN1
EPS15
EPSTI1
ERAP2
ERBIN
ERGIC1
ERGIC2
ERGIC3
ERH
ERLEC1
ERO1A
ERP29
ERP44
ESD
ESYT1
ESYT2
ETF1
ETFA
ETHE1
ETS1
ETS2
ETV6
EVI2B
EVL
EWSR1
EXOSC6
EXT1
EZR
F11R
FABP5
FADD
FAF1
FAM102A
FAM107B
FAM120A
FAM162A
FAM172A
FAM174C
FAM177A1
FAM32A
FAM83H
FAM89B
FASTKD2
FAT2
FAU
FBH1
FBL
FBLIM1
FBLN1
FBN1
FBRS
FBRSL1
FBXO11
FBXO7
FCER1G
FCGR3A
FCGRT
FCHSD2
FCMR
FDCSP
FDFT1
FDPS
FGD5-AS1
FGFR1OP2
FGFR3
FGL2
FHL2
FHOD1
FIBP
FIS1
FKBP11
FKBP1A
FKBP5
FKBP8
FKBP9
FLI1
FLII
FLNA
FLNB
FLOT1
FLOT2
FMNL1
FMNL2
FMNL3
FN1
FNBP1
FNDC3B
FNTA
FOS
FOSL2
FOXN3
FOXO1
FOXO3
FOXP1
FRMD6
FRMD8
FRYL
FSCN1
FSTL1
FTH1
FTL
FTX
FUBP1
FUCA1
FUNDC2
FURIN
FUS
FXR1
FXYD5
FYB1
FYN
FYTTD1
G3BP1
G3BP2
GABARAP
GABARAPL2
GABRB3
GADD45A
GALNT1
GALNT2
GANAB
GAPDH
GARS1
GAS5
GATAD2A
GBP1
GBP2
GBP4
GCN1
GDI1
GDI2
GFUS
GGA2
GGCT
GGNBP2
GHITM
GID8
GIMAP4
GIMAP6
GIMAP7
GIPC1
GIT1
GIT2
GJA1
GJB2
GJB3
GJB6
GLG1
GLIPR1
GLO1
GLRX
GLS
GLTP
GLUD1
GLUL
GM2A
GMFG
GNA12
GNA13
GNAI2
GNAI3
GNAQ
GNAS
GNB1
GNB2
GNB4
GNG12
GNG2
GNG5
GNL3
GNS
GOLGA3
GOLGA7
GOLGA8A
GOLGA8B
GOLM2
GOLPH3
GORASP2
GPAA1
GPBP1
GPBP1L1
GPC1
GPCPD1
GPI
GPNMB
GPR183
GPSM3
GPX4
GRAMD1A
GRB2
GREM1
GRINA
GRK2
GRK6
GRN
GRSF1
GSDME
GSK3A
GSK3B
GSN
GSPT1
GSTK1
GSTO1
GSTP1
GTF2A2
GTF3A
GTF3C2
GUK1
GYPC
H1-0
H1-10
H19
H2AZ1
H2AZ2
H3-3B
HADHA
HADHB
HAPSTR1
HAT1
HAX1
HBA2
HBB
HBP1
HCFC1
HCFC1R1
HCLS1
HCP5
HCST
HDAC1
HDAC7
HDGF
HDLBP
HEBP2
HECA
HEG1
HELZ
HELZ2
HERC1
HERPUD1
HERPUD2
HEXB
HGSNAT
HIF1A
HIGD1A
HIGD2A
HINT1
HIPK3
HLA-A
HLA-B
HLA-C
HLA-DMA
HLA-DMB
HLA-DOA
HLA-DPA1
HLA-DPB1
HLA-DQA1
HLA-DQB1
HLA-DRA
HLA-DRB1
HLA-DRB5
HLA-E
HLA-F
HM13
HMG20B
HMGA1
HMGB1
HMGB2
HMGCS1
HMGN1
HMGN2
HMGN3
HMGN4
HNRNPA0
HNRNPA1
HNRNPA2B1
HNRNPA3
HNRNPAB
HNRNPC
HNRNPD
HNRNPDL
HNRNPF
HNRNPH1
HNRNPH2
HNRNPH3
HNRNPK
HNRNPL
HNRNPM
HNRNPR
HNRNPU
HNRNPUL1
HNRNPUL2
HOOK3
HP1BP3
HPCAL1
HSBP1
HSP90AA1
HSP90AB1
HSP90B1
HSPA1A
HSPA2
HSPA4
HSPA5
HSPA8
HSPA9
HSPB1
HSPD1
HSPE1
HSPG2
HSPH1
HTRA1
HUWE1
HYCC1
HYOU1
HYPK
IARS1
ICAM1
ICAM3
ID1
ID2
ID3
IDH1
IDH2
IDH3A
IER2
IER3
IER3IP1
IER5
IFI16
IFI27
IFI44
IFI44L
IFI6
IFITM2
IFITM3
IFNAR1
IFNGR1
IFNGR2
IGBP1
IGF2R
IGFBP3
IGFBP4
IGFBP5
IGFBP7
IGFL1
IGHA1
IGHG1
IGHG2
IGHG3
IGHG4
IGHGP
IGHM
IGKC
IGLC2
IGLC3
IGLL5
IK
IKZF1
IKZF3
IL10RA
IL13RA1
IL16
IL24
IL2RG
IL32
IL4R
IL6ST
IL7R
ILF2
ILF3
ILK
IMMT
IMP3
IMPA2
INAVA
INHBA
INPP5D
IPO5
IPO7
IQGAP1
IQSEC1
IRAK1
IRF1
IRF2BP2
IRF2BPL
IRF3
IRF6
IRF7
IRF8
IRF9
ISCU
ISG15
ISG20
ISLR
IST1
ITGA3
ITGA4
ITGA5
ITGA6
ITGAV
ITGB1
ITGB1BP1
ITGB2
ITGB4
ITGB5
ITGB6
ITM2A
ITM2B
ITM2C
ITPR2
ITPR3
ITPRID2
ITSN2
IVNS1ABP
JAG1
JAK1
JAK3
JARID2
JCHAIN
JOSD1
JPT1
JPT2
JTB
JUN
JUNB
JUND
JUP
KANSL1
KARS1
KAT6A
KCMF1
KCNC2
KCTD12
KDELR1
KDELR2
KDM2A
KDM2B
KDSR
KHDRBS1
KHSRP
KIAA0319L
KIAA0930
KIAA1191
KIAA1958
KIAA2013
KIF2A
KIF5B
KLC1
KLF10
KLF12
KLF13
KLF2
KLF6
KLHDC7B
KLHL24
KLHL42
KLHL5
KMT2A
KMT2C
KMT2E
KPNA4
KPNB1
KRAS
KRT10
KRT14
KRT16
KRT17
KRT5
KRT6A
KRT6B
KRT6C
KTN1
KXD1
LAD1
LAMA5
LAMB1
LAMB3
LAMC1
LAMC2
LAMP1
LAMP2
LAMTOR1
LAMTOR2
LAMTOR3
LAMTOR4
LAMTOR5
LAP3
LAPTM4A
LAPTM4B
LAPTM5
LARP1
LARP4B
LARS1
LASP1
LBH
LBR
LCK
LCP1
LCP2
LDHA
LDHB
LDLR
LDLRAD4
LDLRAP1
LEF1
LENG8
LEPROT
LEPROTL1
LFNG
LGALS1
LGALS3
LGALS3BP
LGALS8
LGALS9
LGMN
LHFPL2
LHFPL6
LIMA1
LIMD2
LIMS1
LIPA
LITAF
LIX1L
LMAN1
LMAN2
LMNA
LMO4
LNPEP
LOXL2
LPCAT1
LPP
LPXN
LRP1
LRP10
LRPAP1
LRPPRC
LRRC41
LRRC47
LRRFIP1
LSM14A
LSM2
LSM3
LSM4
LSM5
LSM7
LSM8
LSP1
LTA4H
LTB
LTBP1
LTBP2
LTBP3
LTO1
LUC7L3
LUM
LY6D
LY6E
LY6K
LYN
LYPD3
LYPLA2
LYZ
M6PR
MACF1
MACROH2A1
MAD2L2
MAF
MAF1
MAFB
MAGEA4
MAGED1
MAGED2
MAGOH
MAGT1
MAL2
MALAT1
MALSU1
MALT1
MAML2
MAN2A1
MANF
MAP1LC3B
MAP2K1
MAP2K2
MAP3K1
MAP3K2
MAP3K20
MAP4
MAP4K4
MAP7D1
MAPK1
MAPK1IP1L
MAPK3
MAPK6
MAPKAPK2
MAPRE1
MAPRE2
MARCHF6
MARCHF7
MARCKS
MARCKSL1
MARK2
MARK3
MARS1
MARVELD1
MAST4
MAT2A
MAT2B
MAX
MAZ
MBD2
MBD4
MBNL1
MBNL2
MBP
MCAM
MCL1
MCM3
MCM3AP
MCM7
MCRIP1
MCTS1
MCUB
MDFIC
MDH1
MDH2
MDM4
MEAF6
MED13
MED13L
MED28
MED8
MEF2A
MEF2C
MEMO1
MESD
METAP2
METTL17
METTL9
MFAP2
MFF
MFN2
MFSD1
MGAT1
MGAT4A
MGAT4B
MGP
MGST3
MIB2
MICOS10
MIDN
MIER1
MINK1
MIR205HG
MIR31HG
MKLN1
MKNK2
MKRN1
MLEC
MLF2
MLLT6
MLX
MLXIP
MMADHC
MMP12
MMP14
MMP2
MMP9
MOB1A
MORF4L1
MORF4L2
MPEG1
MPHOSPH8
MPRIP
MPZL1
MRFAP1
MRFAP1L1
MRPL14
MRPL20
MRPL3
MRPL33
MRPL34
MRPL36
MRPL37
MRPL41
MRPL51
MRPL52
MRPL53
MRPL57
MRPL9
MRPS12
MRPS15
MRPS16
MRPS21
MRPS27
MRPS33
MRPS34
MRPS35
MRPS6
MRPS7
MRTFA
MS4A1
MS4A19P
MS4A6A
MSL1
MSMO1
MSN
MT-ATP6
MT-ATP8
MT-CO1
MT-CO2
MT-CO3
MT-CYB
MT-ND1
MT-ND2
MT-ND3
MT-ND4
MT-ND4L
MT-ND5
MT-ND6
MT-RNR1
MT-RNR2
MT-TA
MT-TF
MT-TL1
MT-TN
MT-TV
MT1E
MT1G
MT1X
MT2A
MTA2
MTATP6P1
MTCH1
MTDH
MTHFD1
MTHFD2
MTPN
MTSS1
MVP
MX1
MX2
MXRA5
MXRA7
MYADM
MYCBP2
MYD88
MYDGF
MYH9
MYL12A
MYL12B
MYL6
MYL9
MYLK
MYO18A
MYO1B
MYO1C
MYO1D
MYO9B
MZB1
MZT2A
MZT2B
N4BP1
N4BP2L2
NAA20
NAA38
NAA50
NAB1
NABP1
NACA
NADK
NADSYN1
NAGK
NAMPT
NAP1L1
NAP1L4
NARS1
NAV1
NAXE
NBDY
NBL1
NCAM2
NCBP2
NCK2
NCKAP1
NCKAP1L
NCL
NCOA3
NCOA4
NCOA7
NCOR1
NCOR2
NCSTN
NDEL1
NDFIP1
NDUFA1
NDUFA10
NDUFA11
NDUFA12
NDUFA13
NDUFA2
NDUFA3
NDUFA4
NDUFA4L2
NDUFA5
NDUFA6
NDUFA8
NDUFAB1
NDUFAF3
NDUFAF8
NDUFB1
NDUFB10
NDUFB11
NDUFB2
NDUFB3
NDUFB4
NDUFB7
NDUFB8
NDUFB9
NDUFC1
NDUFC2
NDUFS1
NDUFS2
NDUFS5
NDUFS6
NDUFS8
NDUFV1
NEAT1
NECAP2
NEDD8
NEFL
NEK7
NENF
NET1
NF1
NFATC2IP
NFATC3
NFE2L1
NFE2L2
NFIA
NFIC
NFKB1
NFKBIA
NFYC
NHP2
NIBAN2
NIN
NLRC5
NME1
NME4
NMT1
NNMT
NOL7
NOLC1
NONO
NOP10
NOP53
NOP56
NOP58
NORAD
NOTCH3
NPC2
NPEPPS
NPM1
NPTN
NR3C1
NRAS
NRBP1
NRDC
NREP
NSA2
NSFL1C
NSUN2
NUB1
NUCB1
NUCKS1
NUDC
NUDCD3
NUDT1
NUDT5
NUFIP2
NUMA1
NUMB
NUP107
NUP205
NUP210
NUP50
NUP62
NUTF2
OAS1
OAS2
OAS3
OAT
OAZ1
OAZ2
OCIAD1
OCIAD2
ODC1
OGA
OGDH
OGT
OIP5-AS1
OLA1
OOEP
OPA1
OPN3
OPTN
ORMDL1
OS9
OSBPL3
OSBPL8
OSMR
OST4
OSTC
OTUB1
OXA1L
P4HA2
P4HB
PA2G4
PABPC1
PABPC4
PACS1
PAFAH1B1
PAFAH1B2
PAICS
PAIP2
PAK2
PALLD
PALM2AKAP2
PAM
PANK2
PAPOLA
PAPSS1
PARK7
PARP1
PARP14
PARP9
PARVB
PASK
PBXIP1
PCBP1
PCBP2
PCED1B
PCED1B-AS1
PCF11
PCGF5
PCM1
PCMT1
PCMTD2
PCNA
PCNP
PCNX1
PDAP1
PDCD10
PDCD2
PDCD4
PDCD5
PDCD6IP
PDE7A
PDGFA
PDIA3
PDIA4
PDIA6
PDLIM1
PDLIM5
PDLIM7
PDPN
PDS5A
PDXK
PEA15
PEBP1
PECAM1
PEDS1
PERP
PFDN2
PFKFB3
PFKL
PFKP
PFN1
PGAM1
PGBD5
PGK1
PGLS
PGM1
PGRMC1
PGRMC2
PHACTR2
PHACTR4
PHB1
PHB2
PHF10
PHF11
PHF20
PHIP
PHLDA1
PHPT1
PIAS1
PICALM
PIGS
PIGT
PIH1D1
PIK3CD
PIK3IP1
PIM1
PIM2
PIM3
PIP4K2A
PITHD1
PITPNA
PITPNB
PJA2
PKM
PKN1
PKP1
PLAAT4
PLAC8
PLAU
PLAUR
PLD3
PLEC
PLEK
PLEKHA2
PLEKHB2
PLEKHG3
PLEKHO1
PLEKHO2
PLIN2
PLIN3
PLK2
PLP2
PLPP1
PLS3
PLSCR1
PLTP
PLVAP
PLXNB2
PMEPA1
PML
PMP22
PNISR
PNN
PNP
PNPLA2
PNRC1
PNRC2
POGZ
POLD2
POLD4
POLDIP2
POLE3
POLE4
POLR1D
POLR2B
POLR2E
POLR2F
POLR2G
POLR2H
POLR2I
POLR2J
POLR2K
POLR2L
POMP
POSTN
POU2AF1
PPA1
PPA2
PPCS
PPDPF
PPFIA1
PPFIBP1
PPHLN1
PPIA
PPIB
PPIE
PPIF
PPIH
PPM1A
PPM1G
PPM1K
PPP1CA
PPP1CB
PPP1CC
PPP1R12A
PPP1R13L
PPP1R14B
PPP1R18
PPP1R2
PPP2CA
PPP2CB
PPP2R1A
PPP2R2A
PPP2R5A
PPP2R5C
PPP2R5E
PPP3CA
PPP3CB
PPP4C
PPP4R1
PPP4R3A
PPP4R3B
PPP6C
PPP6R3
PPT1
PRCC
PRCP
PRDM2
PRDX1
PRDX3
PRDX4
PRDX5
PRDX6
PRELID1
PRELID3B
PRKACA
PRKACB
PRKAR1A
PRKAR2A
PRKCB
PRKCH
PRKCSH
PRKD2
PRKDC
PRKY
PRMT1
PRMT2
PRNP
PRPF19
PRPF3
PRPF40A
PRPF4B
PRPF8
PRPS1
PRR13
PRRC2A
PRRC2B
PRRC2C
PRSS23
PRXL2A
PSAP
PSENEN
PSMA1
PSMA3
PSMA3-AS1
PSMA4
PSMA5
PSMA7
PSMB1
PSMB2
PSMB3
PSMB4
PSMB5
PSMB6
PSMB7
PSMB8
PSMB9
PSMC2
PSMC5
PSMC6
PSMD1
PSMD11
PSMD13
PSMD14
PSMD2
PSMD4
PSMD7
PSMD8
PSME1
PSME2
PSME3
PSMF1
PSMG2
PSMG3
PTBP1
PTBP3
PTDSS1
PTEN
PTGDS
PTGES3
PTGFRN
PTHLH
PTK2
PTK2B
PTMA
PTMS
PTP4A2
PTP4A3
PTPN1
PTPN12
PTPN18
PTPN2
PTPN6
PTPRA
PTPRC
PTPRF
PTTG1
PTTG1IP
PUF60
PUM1
PUM2
PURB
PXN
PYCR2
PYGL
QARS1
QKI
QRICH1
R3HDM2
R3HDM4
RAB10
RAB11A
RAB11B
RAB12
RAB14
RAB18
RAB1A
RAB1B
RAB21
RAB22A
RAB27A
RAB2A
RAB31
RAB32
RAB34
RAB3GAP1
RAB4A
RAB5B
RAB5C
RAB6A
RAB7A
RAB8A
RAB8B
RABAC1
RABGAP1
RABGAP1L
RABGGTB
RAC1
RAC2
RACK1
RAD21
RAD23A
RAD23B
RAI14
RALA
RALY
RAN
RANBP1
RANBP2
RANGAP1
RAP1A
RAP1B
RAP1GDS1
RAP2B
RAPGEF1
RASSF2
RASSF3
RASSF4
RASSF5
RB1
RBBP4
RBBP6
RBBP7
RBCK1
RBIS
RBL2
RBM12
RBM17
RBM22
RBM23
RBM25
RBM3
RBM39
RBM5
RBM6
RBM8A
RBMS1
RBMX
RBP1
RBPJ
RBX1
RCAN3
RCC2
RCSD1
RDH10
RDH11
REEP3
REEP5
RELA
REPIN1
RER1
RERE
RESF1
RETREG2
RFTN1
RGCC
RGS1
RGS10
RGS19
RHBDD2
RHEB
RHOA
RHOB
RHOC
RHOF
RHOG
RHOQ
RIOK3
RIPOR2
RNASE1
RNASEH2B
RNASEK
RNASET2
RNF10
RNF11
RNF114
RNF121
RNF126
RNF130
RNF145
RNF149
RNF167
RNF181
RNF187
RNF19A
RNF19B
RNF213
RNF216
RNF220
RNF34
RNF4
RNF44
RNF5
RNF7
RNH1
RNPEP
RNPS1
RO60
ROCK1
ROMO1
RPA1
RPA2
RPA3
RPL10
RPL10A
RPL11
RPL12
RPL13
RPL13A
RPL14
RPL15
RPL18
RPL18A
RPL19
RPL21
RPL22
RPL22L1
RPL23
RPL23A
RPL24
RPL26
RPL27
RPL27A
RPL28
RPL29
RPL3
RPL30
RPL31
RPL32
RPL34
RPL35
RPL35A
RPL36
RPL36A
RPL36AL
RPL37
RPL37A
RPL38
RPL39
RPL39L
RPL4
RPL41
RPL5
RPL6
RPL7
RPL7A
RPL7L1
RPL8
RPL9
RPLP0
RPLP1
RPLP2
RPN1
RPN2
RPRD2
RPS10
RPS11
RPS12
RPS13
RPS14
RPS15
RPS15A
RPS16
RPS17
RPS18
RPS19
RPS19BP1
RPS2
RPS20
RPS21
RPS23
RPS24
RPS25
RPS26
RPS27
RPS27A
RPS27L
RPS28
RPS29
RPS3
RPS3A
RPS4X
RPS4Y1
RPS5
RPS6
RPS6KA1
RPS6KA3
RPS7
RPS8
RPS9
RPSA
RPSAP58
RRAGA
RRAGC
RRAS
RRBP1
RRP7A
RSL1D1
RSL24D1
RSRC2
RSRP1
RSU1
RTCB
RTF1
RTF2
RTL8A
RTL8C
RTN3
RTN4
RTRAF
RUBCN
RUFY1
RUFY3
RUNX1
RUNX3
RUSC1
RWDD1
S100A10
S100A11
S100A14
S100A16
S100A2
S100A4
S100A6
S100A7
S100A8
S100A9
SAE1
SAMHD1
SAP18
SAR1A
SARAF
SARS1
SAT1
SBDS
SCAF11
SCAMP2
SCAMP3
SCARB2
SCD
SCO2
SCP2
SDC1
SDC2
SDC4
SDCBP
SDF2
SDF2L1
SDF4
SDHB
SDHC
SDHD
SEC11A
SEC11C
SEC13
SEC14L1
SEC16A
SEC23A
SEC23B
SEC31A
SEC61A1
SEC61B
SEC61G
SEC62
SEL1L
SEL1L3
SELENOF
SELENOK
SELENOM
SELENON
SELENOP
SELENOS
SELENOT
SELENOW
SELL
SEM1
SEMA4B
SEMA4D
SEPHS2
SEPTIN1
SEPTIN2
SEPTIN6
SEPTIN7
SEPTIN9
SERBP1
SERF2
SERINC1
SERINC2
SERINC3
SERINC5
SERP1
SERPINB1
SERPINB5
SERPINB6
SERPINB9
SERPINE1
SERPINE2
SERPINF1
SERPING1
SERPINH1
SESN3
SET
SETX
SF1
SF3A1
SF3A3
SF3B1
SF3B2
SF3B3
SF3B4
SF3B5
SF3B6
SFN
SFPQ
SFRP2
SFT2D1
SFT2D2
SGK1
SGPL1
SH3BGRL
SH3BGRL3
SH3GLB1
SH3KBP1
SHANK2
SHC1
SHFL
SHISA5
SHMT2
SIPA1
SIRPA
SIVA1
SKI
SKIL
SLAIN2
SLAMF7
SLC15A4
SLC16A3
SLC1A4
SLC1A5
SLC20A1
SLC20A2
SLC24A3
SLC25A3
SLC25A37
SLC25A39
SLC25A5
SLC2A1
SLC2A4RG
SLC35E2B
SLC38A1
